id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,age,km_class,km_per_year,km_per_month,company
992,Bajaj Avenger 220,75000.0,2019,Individual,1st owner,3500,95000.0,6,1,583.333,48.611,Bajaj
993,Bajaj Avenger 220,72000.0,2018,Individual,1st owner,500,95000.0,7,1,71.429,5.952,Bajaj
994,TVS Apache RTR 160,65000.0,2019,Individual,1st owner,11800,81000.0,6,3,1966.667,163.889,TVS
995,Bajaj Pulsar 150,65000.0,2017,Individual,1st owner,5000,74000.0,8,1,625.0,52.083,Bajaj
996,Honda CBR 150,65000.0,2016,Individual,1st owner,23500,120000.0,9,5,2611.111,217.593,Honda
997,Hero Extreme,65000.0,2015,Individual,1st owner,16000,78700.0,10,4,1600.0,133.333,Hero
998,Honda CB Hornet 160R,60000.0,2018,Individual,1st owner,15000,87000.0,7,3,2142.857,178.571,Honda
999,Bajaj Avenger 220 dtsi,60000.0,2017,Individual,1st owner,16600,95000.0,8,4,2075.0,172.917,Bajaj
1000,Honda CBR 150,60000.0,2015,Individual,1st owner,32000,120000.0,10,7,3200.0,266.667,Honda
1001,Bajaj Avenger 150 street,60000.0,2018,Individual,1st owner,20000,80000.0,7,4,2857.143,238.095,Bajaj
1002,Yamaha FZ  v 2.0,60000.0,2017,Individual,1st owner,29000,84000.0,8,6,3625.0,302.083,Yamaha
1003,Yamaha FZ  v 2.0,60000.0,2018,Individual,1st owner,25000,84000.0,7,5,3571.429,297.619,Yamaha
1004,Bajaj Pulsar  NS 200,60000.0,2016,Individual,1st owner,25000,99000.0,9,5,2777.778,231.481,Bajaj
1005,TVS Apache RTR 160,60000.0,2014,Individual,1st owner,19000,81000.0,11,4,1727.273,143.939,TVS
1006,Hero Extreme,55000.0,2016,Individual,1st owner,15000,78700.0,9,3,1666.667,138.889,Hero
1007,Yamaha FZ S V 2.0,55000.0,2017,Individual,1st owner,58000,84000.0,8,12,7250.0,604.167,Yamaha
1008,Bajaj Pulsar 220 F,52000.0,2012,Individual,1st owner,45000,94000.0,13,9,3461.538,288.462,Bajaj
1009,Bajaj Pulsar 220 F,51000.0,2018,Individual,1st owner,24000,94000.0,7,5,3428.571,285.714,Bajaj
1010,TVS Apache RTR 180,50000.0,2013,Individual,1st owner,6000,82600.0,12,2,500.0,41.667,TVS
1011,Hero Passion X pro,50000.0,2018,Individual,1st owner,31000,55000.0,7,7,4428.571,369.048,Hero
1012,Bajaj Pulsar NS 200,50000.0,2014,Individual,1st owner,13000,99000.0,11,3,1181.818,98.485,Bajaj
1013,Bajaj Pulsar NS 200,50000.0,2015,Individual,1st owner,45000,99000.0,10,9,4500.0,375.0,Bajaj
1014,Yamaha Fazer ,50000.0,2016,Individual,1st owner,8000,88000.0,9,2,888.889,74.074,Yamaha
1015,Honda Activa 4G,48000.0,2019,Individual,1st owner,4300,51000.0,6,1,716.667,59.722,Honda
1016,TVS Sport ,48000.0,2019,Individual,1st owner,15000,52000.0,6,3,2500.0,208.333,TVS
1017,Yamaha FZ S V 2.0,48000.0,2017,Individual,1st owner,23000,84000.0,8,5,2875.0,239.583,Yamaha
1018,Honda Dream Yuga ,48000.0,2019,Individual,1st owner,8600,54000.0,6,2,1433.333,119.444,Honda
1019,Honda Activa 4G,45000.0,2019,Individual,1st owner,4000,51000.0,6,1,666.667,55.556,Honda
1020,Bajaj Avenger Street 220,45000.0,2013,Individual,1st owner,24000,95000.0,12,5,2000.0,166.667,Bajaj
1021,TVS Apache RTR 180,45000.0,2016,Individual,1st owner,23000,82600.0,9,5,2555.556,212.963,TVS
1022,Bajaj Pulsar NS 200,45000.0,2014,Individual,1st owner,14500,99000.0,11,3,1318.182,109.849,Bajaj
1023,Bajaj Avenger 220 dtsi,45000.0,2012,Individual,1st owner,27000,95000.0,13,6,2076.923,173.077,Bajaj
1024,Hero Splender iSmart,45000.0,2018,Individual,1st owner,14000,54000.0,7,3,2000.0,166.667,Hero
1025,Activa 3g,45000.0,2018,Individual,1st owner,500,54000.0,7,1,71.429,5.952,Activa
1026,Hero Passion Pro,45000.0,2018,Individual,1st owner,1000,55000.0,7,1,142.857,11.905,Hero
1027,TVS Apache RTR 160,42000.0,2016,Individual,1st owner,42000,81000.0,9,9,4666.667,388.889,TVS
1028,Honda CB Trigger,42000.0,2015,Individual,1st owner,12000,73000.0,10,3,1200.0,100.0,Honda
1029,Hero Splender iSmart,40000.0,2017,Individual,1st owner,14000,54000.0,8,3,1750.0,145.833,Hero
1030,Yamaha FZ S ,40000.0,2014,Individual,1st owner,5500,83000.0,11,2,500.0,41.667,Yamaha
1031,Hero Passion Pro,40000.0,2017,Individual,1st owner,6700,55000.0,8,2,837.5,69.792,Hero
1032,Bajaj Pulsar 135 LS,40000.0,2016,Individual,1st owner,13700,64000.0,9,3,1522.222,126.852,Bajaj
1033,Activa 4g,40000.0,2019,Individual,1st owner,1300,51000.0,6,1,216.667,18.056,Activa
1034,Honda CB Unicorn,38000.0,2017,Individual,1st owner,38600,72000.0,8,8,4825.0,402.083,Honda
1035,Hero Honda CBZ extreme,38000.0,2013,Individual,1st owner,75000,78700.0,12,15,6250.0,520.833,Hero Honda
1036,Honda Karizma,35000.0,2013,Individual,1st owner,30000,105000.0,12,6,2500.0,208.333,Honda
1037,Honda Activa 125,35000.0,2018,Individual,1st owner,24000,57000.0,7,5,3428.571,285.714,Honda
1038,TVS Jupyter,35000.0,2016,Individual,1st owner,19000,52000.0,9,4,2111.111,175.926,TVS
1039,Honda Karizma,31000.0,2012,Individual,1st owner,213000,105000.0,13,43,16384.615,1365.385,Honda
1040,Hero Honda Passion Pro,30000.0,2014,Individual,1st owner,60000,51000.0,11,12,5454.545,454.545,Hero Honda
1041,Hero Splender Plus,30000.0,2018,Individual,1st owner,50000,48000.0,7,10,7142.857,595.238,Hero
1042,Honda CB Shine,30000.0,2015,Individual,1st owner,30000,58000.0,10,6,3000.0,250.0,Honda
1043,Bajaj Discover 100,27000.0,2015,Individual,1st owner,21000,47000.0,10,5,2100.0,175.0,Bajaj
1044,Bajaj Pulsar 150,25000.0,2010,Individual,2nd owner,26000,75000.0,15,6,1733.333,144.444,Bajaj
1045,Suzuki Access 125,25000.0,2010,Individual,1st owner,1900,58000.0,15,1,126.667,10.556,Suzuki
1046,TVS Wego,25000.0,2012,Individual,1st owner,22000,52000.0,13,5,1692.308,141.026,TVS
1047,Honda CB twister,25000.0,2015,Individual,1st owner,32000,51000.0,10,7,3200.0,266.667,Honda
1048,Hero Glamour,25000.0,2015,Individual,1st owner,18000,57000.0,10,4,1800.0,150.0,Hero
1049,Hero Super Splendor,20000.0,2007,Individual,1st owner,55000,57000.0,18,11,3055.556,254.63,Hero
1050,Bajaj Pulsar 150,20000.0,2010,Individual,1st owner,60000,75000.0,15,12,4000.0,333.333,Bajaj
1051,Bajaj Discover 125,20000.0,2014,Individual,2nd owner,25000,57000.0,11,5,2272.727,189.394,Bajaj
1052,Hero Hunk,20000.0,2009,Individual,2nd owner,49000,75000.0,16,10,3062.5,255.208,Hero
1053,Hero  Ignitor Disc,20000.0,2015,Individual,2nd owner,24000,65000.0,10,5,2400.0,200.0,Hero
1054,Hero  CBZ Xtreme,20000.0,2010,Individual,1st owner,50000,78700.0,15,10,3333.333,277.778,Hero
1055,Bajaj  ct 100,18000.0,2017,Individual,1st owner,35000,32000.0,8,7,4375.0,364.583,Bajaj
1056,Activa 3g,17000.0,2010,Individual,1st owner,500000,52000.0,15,100,33333.333,2777.778,Activa
1057,Honda CB twister,16000.0,2012,Individual,1st owner,33000,51000.0,13,7,2538.462,211.538,Honda
1058,Bajaj Discover 125,15000.0,2013,Individual,2nd owner,35000,57000.0,12,7,2916.667,243.056,Bajaj
1059,Honda CB Shine,12000.0,2009,Individual,1st owner,53000,58000.0,16,11,3312.5,276.042,Honda
1060,Bajaj Pulsar 150,10000.0,2008,Individual,1st owner,92233,75000.0,17,19,5425.471,452.123,Bajaj
